loinc_num,long_common_name,component,system,method_typ,scale_typ,specimen_norm,specimen_clean,System,Model,method_class,method_clean,analyte_clean,elr_name,has_specimen,has_specimen,has_method,has_method,has_model,noise_corruption,noise_compression,noise_omission,noise_total,noise_level,analyte_len,info_score,coverage_pattern,has_analyte,seed_id,variant_id
94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory system specimen by NAA with probe detection,SARS coronavirus 2 RNA,Respiratory System Specimen,Probe.amp.tar,Ord,BAL,bronchoalveolar lavage  specimens,Respiratory,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,CV19 PCR BRONCHIOALVEOLAR LAVAGE,1,False,1,True,0,0,1,0,1,low,4,3,A+M,True,3,8
94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory system specimen by NAA with probe detection,SARS coronavirus 2 RNA,Respiratory System Specimen,Probe.amp.tar,Ord,BAL,bronchoalveolar lavage  specimens,Respiratory,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,SARS2 - NAAT,0,False,1,True,0,0,1,0,1,low,3,3,A+M,True,3,9
94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory system specimen by NAA with probe detection,SARS coronavirus 2 RNA,Respiratory System Specimen,Probe.amp.tar,Ord,BAL,bronchoalveolar lavage  specimens,Respiratory,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,TRUPCR SARS-COV-2 QPCR,0,False,1,True,1,0,0,0,0,low,3,3,A+M,True,3,10
94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory system specimen by NAA with probe detection,SARS coronavirus 2 RNA,Respiratory System Specimen,Probe.amp.tar,Ord,BAL,bronchoalveolar lavage  specimens,Respiratory,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,SARS-COV-2 | PCR | BAL,1,True,1,True,0,0,0,0,0,low,5,3,A+M+S,True,3,11
94845-5,SARS-CoV-2 (COVID-19) RNA [Presence] in Saliva (oral fluid) by NAA with probe detection,SARS coronavirus 2 RNA,Saliva,Probe.amp.tar,Ord,SALIVA,saliva specimens,Saliva,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,CV19 - RT-QPCR,0,False,1,True,0,0,1,0,1,low,3,3,A+M,True,4,0
94845-5,SARS-CoV-2 (COVID-19) RNA [Presence] in Saliva (oral fluid) by NAA with probe detection,SARS coronavirus 2 RNA,Saliva,Probe.amp.tar,Ord,SALIVA,saliva specimens,Saliva,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,COVID-19 - RT-QPCR,0,False,1,True,0,0,1,0,1,low,3,3,A+M,True,4,1
94845-5,SARS-CoV-2 (COVID-19) RNA [Presence] in Saliva (oral fluid) by NAA with probe detection,SARS coronavirus 2 RNA,Saliva,Probe.amp.tar,Ord,SALIVA,saliva specimens,Saliva,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,TRUPCR SARS-COV-2 R-PCR SALIVA,1,True,1,True,1,1,0,0,1,low,4,3,A+M+S,True,4,2
94845-5,SARS-CoV-2 (COVID-19) RNA [Presence] in Saliva (oral fluid) by NAA with probe detection,SARS coronavirus 2 RNA,Saliva,Probe.amp.tar,Ord,SALIVA,saliva specimens,Saliva,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,TRUPCR | COVID-19,0,False,0,False,1,0,1,1,2,medium,3,1,A,True,4,3
94845-5,SARS-CoV-2 (COVID-19) RNA [Presence] in Saliva (oral fluid) by NAA with probe detection,SARS coronavirus 2 RNA,Saliva,Probe.amp.tar,Ord,SALIVA,saliva specimens,Saliva,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,CORONAVIRUS STATUS NAA,0,False,1,True,0,0,2,0,2,medium,3,3,A+M+I,True,4,4
94845-5,SARS-CoV-2 (COVID-19) RNA [Presence] in Saliva (oral fluid) by NAA with probe detection,SARS coronavirus 2 RNA,Saliva,Probe.amp.tar,Ord,SALIVA,saliva specimens,Saliva,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,TRUPCR SARS-COV-2,0,False,0,False,1,0,0,1,1,low,2,1,A,True,4,5
94845-5,SARS-CoV-2 (COVID-19) RNA [Presence] in Saliva (oral fluid) by NAA with probe detection,SARS coronavirus 2 RNA,Saliva,Probe.amp.tar,Ord,SALIVA,saliva specimens,Saliva,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,SARS-COV-2 PCR,0,False,1,True,0,0,0,0,0,low,2,3,A+M,True,4,6
94845-5,SARS-CoV-2 (COVID-19) RNA [Presence] in Saliva (oral fluid) by NAA with probe detection,SARS coronavirus 2 RNA,Saliva,Probe.amp.tar,Ord,SALIVA,saliva specimens,Saliva,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,CV19 / QPCR / ORAL FLUID,1,True,1,True,0,0,1,0,1,low,6,3,A+M+S,True,4,7
94845-5,SARS-CoV-2 (COVID-19) RNA [Presence] in Saliva (oral fluid) by NAA with probe detection,SARS coronavirus 2 RNA,Saliva,Probe.amp.tar,Ord,SALIVA,saliva specimens,Saliva,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,SARS-COV-2 FIN - NAA,0,False,1,True,0,0,1,0,1,low,4,3,A+M,True,4,8
94845-5,SARS-CoV-2 (COVID-19) RNA [Presence] in Saliva (oral fluid) by NAA with probe detection,SARS coronavirus 2 RNA,Saliva,Probe.amp.tar,Ord,SALIVA,saliva specimens,Saliva,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,COVID19 - PCR,0,False,1,True,0,0,1,0,1,low,3,3,A+M,True,4,9
94845-5,SARS-CoV-2 (COVID-19) RNA [Presence] in Saliva (oral fluid) by NAA with probe detection,SARS coronavirus 2 RNA,Saliva,Probe.amp.tar,Ord,SALIVA,saliva specimens,Saliva,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,SARS-COV-2 - SALIVA,1,True,0,False,0,0,0,1,1,low,3,1,A+S,True,4,10
94845-5,SARS-CoV-2 (COVID-19) RNA [Presence] in Saliva (oral fluid) by NAA with probe detection,SARS coronavirus 2 RNA,Saliva,Probe.amp.tar,Ord,SALIVA,saliva specimens,Saliva,TRUPCR SARS-CoV-2 Kit*,naat,Probe.amp.tar,SARSCOV2 RESULT INTERPRETATION,SARS-COV-2 | PCR | SALIVA,1,True,1,True,0,0,0,0,0,low,5,3,A+M+S,True,4,11
95406-5,SARS-CoV-2 (COVID-19) RNA [Presence] in Nose by NAA with probe detection,SARS coronavirus 2 RNA,Nose,Probe.amp.tar,Ord,NASAL,anterior nasal swabs,Nose,3EO Health COVID-19 Test,naat,Probe.amp.tar,SARSCOV2 RNA INTERPRETATION,SARS-COV-2 RNA - NAAT - NASAL ASPIRATE SWAB,1,True,1,True,0,0,0,0,0,low,8,3,A+M+S,True,5,0
95406-5,SARS-CoV-2 (COVID-19) RNA [Presence] in Nose by NAA with probe detection,SARS coronavirus 2 RNA,Nose,Probe.amp.tar,Ord,NASAL,anterior nasal swabs,Nose,3EO Health COVID-19 Test,naat,Probe.amp.tar,SARSCOV2 RNA INTERPRETATION,3EO SARS-COV-2 RNA PCR,0,False,1,True,1,0,0,0,0,low,4,3,A+M,True,5,1
